"facility_id","common_name","address","city","zip_code","block_lot","owned_leased","dept_id_for_jurisdiction","jurisdiction","gross_sq_ft","longitude","latitude","supervisor_district","city_tenants","land_id","geom","data_last_updated","data_as_of","data_loaded_at"
"2029","1294-8 Shotwell St - Future MOH Housing Site","1296 SHOTWELL ST","San Francisco","94110","6571051","Own","103","Mayor",,"-122.41511579999997","37.74864004700004","9",,"944","POINT (-122.4151158 37.748640047)","2026/02/26 11:23:42 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3497","1275 Mission St Offices","1275 Mission St","San Francisco","94103",,"Lease","9","Non-City",,"-122.41413301799997","37.77646168700005","6",,,"POINT (-122.414133018 37.776461687)","2020/03/10 09:33:03 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1008","Lenain Hotel","730 Eddy St","San Francisco","94109","0739003","Lease","9","Non-City",,"-122.41972452299996","37.78329664700004","5","Mayor","1,125","POINT (-122.419724523 37.783296647)","2017/12/26 07:45:19 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"523","Conservatory Orchid House","100 John F Kennedy Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.46036309399994","37.772709364000036","1",,"56","POINT (-122.460363094 37.772709364)","2019/02/11 10:25:38 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"468","Chinatown Public Health Center","1490 Mason St","San Francisco","94133","0159046","Own","72","Public Health","22,500","-122.41164554799997","37.79715914600007","3",,"365","POINT (-122.411645548 37.797159146)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"355","Cabins #104 & #105","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3080","Pier 40 - Shed Building","Pier 40","San Francisco","94107","9900070","Own","46","Port",,"-122.38634801399996","37.78169292600006","6",,"370","POINT (-122.386348014 37.781692926)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3122","YGC ADMIN/COURTS Bldg","375 Woodside Ave","San Francisco","94127","2842007","Own","21","Juvenile Probation",,"-122.45234908699996","37.74592818700006","7",,"915","POINT (-122.452349087 37.745928187)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3277","USF Lone Mountain Building East Wing Roof","2800 Turk Blvd","San Francisco","94118",,"Lease","9","Non-City",,"-122.45206243199999","37.77922864100003","1","Emergency Management",,"POINT (-122.452062432 37.779228641)","2017/12/27 07:34:59 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"466","Chinatown Child Development Center","720 Sacramento St","San Francisco","94108","0226010","Lease","9","Non-City",,"-122.40506363899999","37.79362090200004","3","Public Health","1,115","POINT (-122.405063639 37.793620902)","2017/12/21 09:18:25 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1476","Sewage Pumping Station","Drumm St & Washington St","San Francisco","94111","0203013","Own","47","Public Utilities Commission","4,500","-122.39717937299997","37.79618443900006","3",,"357","POINT (-122.397179373 37.796184439)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"68","5th - Mission Parking Garage","833 Mission St","San Francisco","94103","3724067","Own","42","Municipal Transportation Agency","992,600","-122.40506852799996","37.783370185000024","6",,"170","POINT (-122.405068528 37.783370185)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1411","Robert Louis Stevenson Elementary","2051 34th Ave","San Francisco","94116","2154001","Own","16","School District (Sfusd)","47,500","-122.49275608899995","37.748844414000075","4",,"462","POINT (-122.492756089 37.748844414)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1564","SFUSD -- 940 Filbert St","940 Filbert St","San Francisco","94133","0092006","Own","16","School District (Sfusd)",,"-122.41494538599994","37.800949213000024","3",,"389","POINT (-122.414945386 37.800949213)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3047","LRV Station-Church","Market st & Church St","San Francisco","94114",,"Own","42","Municipal Transportation Agency","16,926","-122.42905698599998","37.76739702000003","8",,"10,000","POINT (-122.429056986 37.76739702)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"23","1960 | Pier 96","Pier 96","San Francisco","94124","4502A002","Own","46","Port","256,361","-122.36980458899995","37.74013457700005","10",,"783","POINT (-122.369804589 37.740134577)","2018/01/18 10:07:27 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"982","Lafayette Elementary","4545 Anza St","San Francisco","94121","1579001","Own","16","School District (Sfusd)","54,283","-122.49687607699997","37.777056095000034","1",,"440","POINT (-122.496876077 37.777056095)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3442","BOARDING AREA F JETWAY BUILDING - 400N","400 UPPER DOMESTIC LOOP","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.38846495199999","37.62059670800005",,,"635","POINT (-122.388464952 37.620596708)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1467","Sect 2 Gardener Cpd @ Band Shell","Music Concourse Dr & Music Concourse Access Rd","San Francisco","94117","1263011","Own","49","Recreation And Parks",,"-122.46702210499996","37.77095524600003","7",,"56","POINT (-122.467022105 37.770955246)","2019/02/09 12:23:29 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3327","49 South Van Ness Ave Building","49 South Van Ness Ave","San Francisco","94103","3506012","Own","63","Gsa - Real Estate Division","564,045","-122.41857284099996","37.77379786600005","6",,"1,226","POINT (-122.418572841 37.773797866)","2018/05/03 06:22:51 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"179","Bernal Heights Branch Library","500 Cortland Ave","San Francisco","94110","5707027","Own","48","Public Library","8,777","-122.41610523099996","37.73885128400008","9",,"794","POINT (-122.416105231 37.738851284)","2017/03/24 06:38:23 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1610","South End Rowing Club","500 Jefferson St","San Francisco","94109","0405004","Own","49","Recreation And Parks",,"-122.42097260099996","37.807701036000026","2",,"623","POINT (-122.420972601 37.807701036)","2019/02/06 11:08:10 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"382","Camp Mather Rest Room D","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85422531999995","37.88060417300005",,,"1,199","POINT (-119.85422532 37.880604173)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1079","McLaren maintenance building","University St & Woolsey St","San Francisco","94134","6190066","Own","49","Recreation And Parks",,"-122.41338374299994","37.72173764000007","9",,"779","POINT (-122.413383743 37.72173764)","2018/11/09 06:00:07 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"796","GGP Golf Club and Restaurant","970 47th Ave","San Francisco","94121","1263011","Own","49","Recreation And Parks","1,450","-122.50657858299996","37.76903766200007","1",,"56","POINT (-122.506578583 37.769037662)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3314","Taraval Substation","3027 Taraval St","San Francisco","94116","2385043A","Own","42","Municipal Transportation Agency",,"-122.49870641999996","37.74179453700003","4",,"830","POINT (-122.49870642 37.741794537)","2019/02/15 06:15:21 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1129","Mission Rec Center","2450 Harrison St","San Francisco","94110","3612003","Own","49","Recreation And Parks","20,514","-122.41258602199997","37.75814873400003","9",,"53","POINT (-122.412586022 37.758148734)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1812","Valve G-34 Station","5900 Polhemus Rd","San Mateo","94402",,"Own","47","Public Utilities Commission",,"-122.34025469699998","37.52533261200006",,,"10,000","POINT (-122.340254697 37.525332612)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1978","Pier 70 - Pier 68 - Office/Warehouse Bldg.- Bldg #111","590 20TH ST","San Francisco","94107","9900070","Own","46","Port","41,500","-122.38595231199997","37.76203009900007","10",,"370","POINT (-122.385952312 37.762030099)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1678","Sunnyside Elementary","250 Foerster St","San Francisco","94112","3121019","Own","16","School District (Sfusd)","30,900","-122.44823362599999","37.73028783900003","7",,"483","POINT (-122.448233626 37.730287839)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"166","BAY ST./FILLMORE ST. SFMTA Operator Bathroom","3510 Fillmore St","San Francisco","94123","0468A001","Own","42","Municipal Transportation Agency","75","-122.43634867399999","37.80218905800007","2",,"399","POINT (-122.436348674 37.802189058)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3104","ZSFGH - Building 100","1001 Potrero Ave","San Francisco","94110","4154001","Own","72","Public Health",,"-122.40432827999996","37.75650149100005","10",,"614","POINT (-122.40432828 37.756501491)","2017/08/15 08:47:26 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3196","SE OPERATORS BLDG 850","1800 Oakdale Ave","San Francisco","94124","5313002","Own","47","Public Utilities Commission",,"-122.39411081899999","37.73766077000005","10",,"792","POINT (-122.394110819 37.73766077)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"327","Cabin #68 & #69","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1708","SWL 302 - United Shellfish Warehouse","Pier 47","San Francisco","94133","9900070","Own","46","Port","2,310","-122.41852963899998","37.80853017800007","3",,"370","POINT (-122.418529639 37.808530178)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3369","ERF 1 - 650","650 WEST FIELD ROAD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.39309622599995","37.62391768400005",,,"635","POINT (-122.393096226 37.623917684)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"725","Fire Station #42","2430 San Bruno Ave","San Francisco","94134","5924004","Own","38","Fire Department","9,300","-122.40542499599997","37.73158521200003","9",,"347","POINT (-122.405424996 37.731585212)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1617","South Sunset Clubhouse","2601 40th Ave","San Francisco","94116","2456001","Own","49","Recreation And Parks","1,500","-122.49818747199998","37.738077944000054","4",,"77","POINT (-122.498187472 37.738077944)","2019/02/14 04:34:10 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1289","Pier 27  - Port’s primary cruise terminal.","1098 The Embarcadero","San Francisco","94111","9900070","Own","46","Port","420,690","-122.40108163899998","37.805332873000054","3",,"370","POINT (-122.401081639 37.805332873)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3464","973 Minna St","973 Minna St","San Francisco","94103","3510035","Own","63","Gsa - Real Estate Division",,"-122.41610774799994","37.774143062000064","6",,"1,234","POINT (-122.416107748 37.774143062)","2018/10/24 10:16:16 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3328","772 Pacific Ave","772 Pacific Ave","San Francisco","94133","0161015","Own","63","Gsa - Real Estate Division","13,271","-122.40798366499996","37.79690711000006","3",,"1,227","POINT (-122.407983665 37.79690711)","2017/07/17 08:36:31 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1266","Pier 15/17 - Office on Marginal Wharf","The Embarcadero","San Francisco","94111","9900070","Own","46","Port","1,576","-122.39799037399996","37.801741554000046","3",,"370","POINT (-122.397990374 37.801741554)","2025/10/21 05:28:55 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3286","PALOU/PHELPS OPEN SPACE","1801 Palou Ave","San Francisco","94124",,"Lease","9","Non-City",,"-122.39516122799995","37.73612041700005","10","Recreation And Parks",,"POINT (-122.395161228 37.736120417)","2017/12/26 09:47:19 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"558","Crocker Amazon Soccer Field Grandstand","799 Moscow St","San Francisco","94112","6284A001","Own","49","Recreation And Parks","23,128","-122.430006274","37.713554473000045","11",,"371","POINT (-122.430006274 37.713554473)","2017/03/31 09:56:11 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3418","MERF - 1030","1030 NORTH ACCESS RD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.38770892999997","37.630192572000055",,,"635","POINT (-122.38770893 37.630192572)","2026/02/26 11:18:06 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3298","Life Learning Academy High School","651 8th TI St","San Francisco","94130",,"Own","16","School District (Sfusd)","20,723","-122.36907409799994","37.82492462500005","6",,,"POINT (-122.369074098 37.824924625)","2025/10/22 08:30:45 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3005","Lessing/Sears Maintenance Facility","10 Lessing St","San Francisco","94112","7160001","Own","49","Recreation And Parks",,"-122.45527610299996","37.708631068000045","11",,"8","POINT (-122.455276103 37.708631068)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"279","Cabin # 58","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3092","Pier 80 - Gear & Maintenance Building","Pier 80","San Francisco","94124","4304002","Own","46","Port",,"-122.38157575699995","37.75048091600007","10",,"409","POINT (-122.381575757 37.750480916)","2018/01/18 10:07:26 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1887","Yick Wo Elementary School","2245 Jones St","San Francisco","94133","0072001","Own","16","School District (Sfusd)",,"-122.41659653599999","37.801899588000026","3",,"387","POINT (-122.416596536 37.801899588)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"875","Holly Park Bathrooms","Holly Park Cir & Highland Ave","San Francisco","94110","PARKHOLL","Own","49","Recreation And Parks","420","-122.42005676199994","37.736765424000055","9",,"27","POINT (-122.420056762 37.736765424)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"930","Japanese Tea Garden Men's Bathroom","75 Hagiwara Tea Garden Dr","San Francisco","94117","1263011","Own","49","Recreation And Parks","258","-122.47019668099995","37.770076259000064","7",,"56","POINT (-122.470196681 37.770076259)","2019/02/11 08:10:47 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"498","Clarendon Elementary","500 Clarendon Ave","San Francisco","94131","2684011","Own","16","School District (Sfusd)","39,500","-122.45632321499994","37.753757316000076","7",,"472","POINT (-122.456323215 37.753757316)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"93","African American Art and Culture Complex","762 Fulton St","San Francisco","94115","0781010","Own","35","Arts Commission","34,031","-122.42923542199998","37.778280764000044","5",,"214","POINT (-122.429235422 37.778280764)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1785","Treat Street Building","745 Treat Ave","San Francisco","94110","3612003","Own","49","Recreation And Parks","10,336","-122.41338459399998","37.75818114500004","9",,"53","POINT (-122.413384594 37.758181145)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"205","Buena Vista maintenance facility","Buena Vista Ave East & Haight St","San Francisco","94117","2601001","Own","49","Recreation And Parks",,"-122.44135349099997","37.76797121900006","8",,"73","POINT (-122.441353491 37.767971219)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3052","COWBARN LOG CABIN","500 Log Cabin Ranch Rd","La Honda","94020","083300010","Own","21","Juvenile Probation",,"-122.25645900699999","37.30479052600003",,,"921","POINT (-122.256459007 37.304790526)","2025/07/09 08:55:39 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"308","Cabin #34","32560 Mather Rd","Groveland","95321","681600100","Own","49","Recreation And Parks",,"-119.85373773099997","37.880830367000044",,,"1,199","POINT (-119.853737731 37.880830367)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3425","WEST FIELD CARGO FACILITY - 632","632 WEST CARGO RD","San Francisco","94128",,"Own","34","Airport (Sfo)",,"-122.39566171199999","37.621886966000034",,,"635","POINT (-122.395661712 37.621886966)","2026/02/27 12:48:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"3103","ZSFGH - Building 10","1001 Potrero Ave","San Francisco","94110","4154001","Own","72","Public Health",,"-122.40585419799999","37.75628953300003","10",,"614","POINT (-122.405854198 37.756289533)","2017/08/15 09:04:56 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"1131","MISSION-BARTLETT Parking Garage","3255 21st St","San Francisco","94110","3616062","Own","42","Municipal Transportation Agency","113,759","-122.42028965399999","37.75663921600005","9",,"168","POINT (-122.420289654 37.756639216)","2025/10/21 05:09:20 PM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
"694","Fire Station #12","1145 Stanyan St","San Francisco","94117","2630047","Own","38","Fire Department","11,300","-122.45258644499995","37.76344992600008","8",,"316","POINT (-122.452586445 37.763449926)","2016/09/12 09:00:00 AM","2026/02/27 09:50:00 AM","2026/03/06 10:20:52 AM"
